left_index,right_index,left_ns,right_ns,elapsed_ns,signed_delta_ns,absolute_delta_ns,left_interval_ns,right_interval_ns,within_0_5_ms,within_2_ms
893,893,1789458603928506000,1789458603928478000,29763773000,28000,28000,33367000,33366000,True,True
894,894,1789458603961873000,1789458603961847000,29797140000,26000,26000,33367000,33369000,True,True
895,895,1789458603995240000,1789458603995215000,29830507000,25000,25000,33367000,33368000,True,True
896,896,1789458604028609000,1789458604028583000,29863876000,26000,26000,33369000,33368000,True,True
897,897,1789458604061976000,1789458604061950000,29897243000,26000,26000,33367000,33367000,True,True
898,898,1789458604095344000,1789458604095318000,29930611000,26000,26000,33368000,33368000,True,True
899,899,1789458604128712000,1789458604128687000,29963979000,25000,25000,33368000,33369000,True,True
900,900,1789458604162083000,1789458604162056000,29997350000,27000,27000,33371000,33369000,True,True
901,901,1789458604195450000,1789458604195424000,30030717000,26000,26000,33367000,33368000,True,True
902,902,1789458604228821000,1789458604228795000,30064088000,26000,26000,33371000,33371000,True,True
903,903,1789458604262189000,1789458604262163000,30097456000,26000,26000,33368000,33368000,True,True
904,904,1789458604295555000,1789458604295530000,30130822000,25000,25000,33366000,33367000,True,True
905,905,1789458604328924000,1789458604328899000,30164191000,25000,25000,33369000,33369000,True,True
906,906,1789458604362292000,1789458604362267000,30197559000,25000,25000,33368000,33368000,True,True
907,907,1789458604395659000,1789458604395634000,30230926000,25000,25000,33367000,33367000,True,True
908,908,1789458604429028000,1789458604429003000,30264295000,25000,25000,33369000,33369000,True,True
909,909,1789458604462394000,1789458604462369000,30297661000,25000,25000,33366000,33366000,True,True
910,910,1789458604495761000,1789458604495737000,30331028000,24000,24000,33367000,33368000,True,True
911,911,1789458604529128000,1789458604529104000,30364395000,24000,24000,33367000,33367000,True,True
912,912,1789458604562497000,1789458604562473000,30397764000,24000,24000,33369000,33369000,True,True
913,913,1789458604595864000,1789458604595840000,30431131000,24000,24000,33367000,33367000,True,True
914,914,1789458604629232000,1789458604629207000,30464499000,25000,25000,33368000,33367000,True,True
915,915,1789458604662599000,1789458604662575000,30497866000,24000,24000,33367000,33368000,True,True
916,916,1789458604695967000,1789458604695944000,30531234000,23000,23000,33368000,33369000,True,True
917,917,1789458604729334000,1789458604729310000,30564601000,24000,24000,33367000,33366000,True,True
918,918,1789458604762702000,1789458604762678000,30597969000,24000,24000,33368000,33368000,True,True
919,919,1789458604796235000,1789458604796212000,30631502000,23000,23000,33533000,33534000,True,True
920,920,1789458604829602000,1789458604829578000,30664869000,24000,24000,33367000,33366000,True,True
921,921,1789458604862968000,1789458604862945000,30698235000,23000,23000,33366000,33367000,True,True
922,922,1789458604896334000,1789458604896313000,30731601000,21000,21000,33366000,33368000,True,True
923,923,1789458604929702000,1789458604929680000,30764969000,22000,22000,33368000,33367000,True,True
924,924,1789458604963067000,1789458604963046000,30798334000,21000,21000,33365000,33366000,True,True
925,925,1789458604996434000,1789458604996413000,30831701000,21000,21000,33367000,33367000,True,True
926,926,1789458605029801000,1789458605029780000,30865068000,21000,21000,33367000,33367000,True,True
927,927,1789458605063167000,1789458605063145000,30898434000,22000,22000,33366000,33365000,True,True
928,928,1789458605096534000,1789458605096513000,30931801000,21000,21000,33367000,33368000,True,True
929,929,1789458605129902000,1789458605129880000,30965169000,22000,22000,33368000,33367000,True,True
930,930,1789458605163267000,1789458605163246000,30998534000,21000,21000,33365000,33366000,True,True
931,931,1789458605196634000,1789458605196613000,31031901000,21000,21000,33367000,33367000,True,True
932,932,1789458605230000000,1789458605229981000,31065267000,19000,19000,33366000,33368000,True,True
933,933,1789458605263367000,1789458605263347000,31098634000,20000,20000,33367000,33366000,True,True
934,934,1789458605296733000,1789458605296713000,31132000000,20000,20000,33366000,33366000,True,True
935,935,1789458605330458000,1789458605330442000,31165725000,16000,16000,33725000,33729000,True,True
936,936,1789458605363822000,1789458605363811000,31199089000,11000,11000,33364000,33369000,True,True
937,937,1789458605397185000,1789458605397178000,31232452000,7000,7000,33363000,33367000,True,True
938,938,1789458605430550000,1789458605430546000,31265817000,4000,4000,33365000,33368000,True,True
939,939,1789458605463914000,1789458605463915000,31299181000,-1000,1000,33364000,33369000,True,True
940,940,1789458605497288000,1789458605497282000,31332555000,6000,6000,33374000,33367000,True,True
941,941,1789458605530654000,1789458605530648000,31365921000,6000,6000,33366000,33366000,True,True
942,942,1789458605564018000,1789458605564017000,31399285000,1000,1000,33364000,33369000,True,True
943,943,1789458605597383000,1789458605597385000,31432650000,-2000,2000,33365000,33368000,True,True
944,944,1789458605630752000,1789458605630756000,31466019000,-4000,4000,33369000,33371000,True,True
945,945,1789458605664123000,1789458605664127000,31499390000,-4000,4000,33371000,33371000,True,True
946,946,1789458605697494000,1789458605697498000,31532761000,-4000,4000,33371000,33371000,True,True
947,947,1789458605730858000,1789458605730865000,31566125000,-7000,7000,33364000,33367000,True,True
948,948,1789458605764225000,1789458605764232000,31599492000,-7000,7000,33367000,33367000,True,True
949,949,1789458605797591000,1789458605797598000,31632858000,-7000,7000,33366000,33366000,True,True
950,950,1789458605830959000,1789458605830965000,31666226000,-6000,6000,33368000,33367000,True,True
951,951,1789458605864648000,1789458605864653000,31699915000,-5000,5000,33689000,33688000,True,True
952,952,1789458605898012000,1789458605898022000,31733279000,-10000,10000,33364000,33369000,True,True
953,953,1789458605931375000,1789458605931390000,31766642000,-15000,15000,33363000,33368000,True,True
954,954,1789458605964739000,1789458605964758000,31800006000,-19000,19000,33364000,33368000,True,True
955,955,1789458605998100000,1789458605998126000,31833367000,-26000,26000,33361000,33368000,True,True
956,956,1789458606031465000,1789458606031494000,31866732000,-29000,29000,33365000,33368000,True,True
957,957,1789458606064829000,1789458606064858000,31900096000,-29000,29000,33364000,33364000,True,True
958,958,1789458606098195000,1789458606098224000,31933462000,-29000,29000,33366000,33366000,True,True
959,959,1789458606131558000,1789458606131593000,31966825000,-35000,35000,33363000,33369000,True,True
960,960,1789458606164920000,1789458606164961000,32000187000,-41000,41000,33362000,33368000,True,True
961,961,1789458606198284000,1789458606198328000,32033551000,-44000,44000,33364000,33367000,True,True
962,962,1789458606231650000,1789458606231694000,32066917000,-44000,44000,33366000,33366000,True,True
963,963,1789458606265307000,1789458606265350000,32100574000,-43000,43000,33657000,33656000,True,True
964,964,1789458606298674000,1789458606298717000,32133941000,-43000,43000,33367000,33367000,True,True
965,965,1789458606332038000,1789458606332086000,32167305000,-48000,48000,33364000,33369000,True,True
966,966,1789458606365400000,1789458606365450000,32200667000,-50000,50000,33362000,33364000,True,True
967,967,1789458606398766000,1789458606398813000,32234033000,-47000,47000,33366000,33363000,True,True
968,968,1789458606432129000,1789458606432182000,32267396000,-53000,53000,33363000,33369000,True,True
969,969,1789458606465491000,1789458606465550000,32300758000,-59000,59000,33362000,33368000,True,True
970,970,1789458606498852000,1789458606498919000,32334119000,-67000,67000,33361000,33369000,True,True
971,971,1789458606532479000,1789458606532552000,32367746000,-73000,73000,33627000,33633000,True,True
972,972,1789458606565844000,1789458606565919000,32401111000,-75000,75000,33365000,33367000,True,True
973,973,1789458606599208000,1789458606599288000,32434475000,-80000,80000,33364000,33369000,True,True
974,974,1789458606632567000,1789458606632655000,32467834000,-88000,88000,33359000,33367000,True,True
975,975,1789458606665927000,1789458606666024000,32501194000,-97000,97000,33360000,33369000,True,True
976,976,1789458606699287000,1789458606699392000,32534554000,-105000,105000,33360000,33368000,True,True
977,977,1789458606732647000,1789458606732760000,32567914000,-113000,113000,33360000,33368000,True,True
978,978,1789458606766008000,1789458606766125000,32601275000,-117000,117000,33361000,33365000,True,True
979,979,1789458606799603000,1789458606799733000,32634870000,-130000,130000,33595000,33608000,True,True
980,980,1789458606832962000,1789458606833101000,32668229000,-139000,139000,33359000,33368000,True,True
981,981,1789458606866319000,1789458606866469000,32701586000,-150000,150000,33357000,33368000,True,True
982,982,1789458606899678000,1789458606899837000,32734945000,-159000,159000,33359000,33368000,True,True
983,983,1789458606933036000,1789458606933206000,32768303000,-170000,170000,33358000,33369000,True,True
984,984,1789458606966394000,1789458606966573000,32801661000,-179000,179000,33358000,33367000,True,True
985,985,1789458606999753000,1789458606999942000,32835020000,-189000,189000,33359000,33369000,True,True
986,986,1789458607033111000,1789458607033311000,32868378000,-200000,200000,33358000,33369000,True,True
987,987,1789458607066470000,1789458607066679000,32901737000,-209000,209000,33359000,33368000,True,True
988,988,1789458607099828000,1789458607100047000,32935095000,-219000,219000,33358000,33368000,True,True
989,989,1789458607133190000,1789458607133415000,32968457000,-225000,225000,33362000,33368000,True,True
990,990,1789458607166549000,1789458607166783000,33001816000,-234000,234000,33359000,33368000,True,True
991,991,1789458607200120000,1789458607200364000,33035387000,-244000,244000,33571000,33581000,True,True
992,992,1789458607233477000,1789458607233734000,33068744000,-257000,257000,33357000,33370000,True,True
993,993,1789458607266835000,1789458607267101000,33102102000,-266000,266000,33358000,33367000,True,True
994,994,1789458607300192000,1789458607300469000,33135459000,-277000,277000,33357000,33368000,True,True
995,995,1789458607333554000,1789458607333837000,33168821000,-283000,283000,33362000,33368000,True,True
996,996,1789458607366913000,1789458607367206000,33202180000,-293000,293000,33359000,33369000,True,True
997,997,1789458607400273000,1789458607400574000,33235540000,-301000,301000,33360000,33368000,True,True
998,998,1789458607433630000,1789458607433942000,33268897000,-312000,312000,33357000,33368000,True,True
999,999,1789458607466989000,1789458607467310000,33302256000,-321000,321000,33359000,33368000,True,True
1000,1000,1789458607500351000,1789458607500678000,33335618000,-327000,327000,33362000,33368000,True,True
1001,1001,1789458607533710000,1789458607534045000,33368977000,-335000,335000,33359000,33367000,True,True
1002,1002,1789458607567068000,1789458607567415000,33402335000,-347000,347000,33358000,33370000,True,True
1003,1003,1789458607600428000,1789458607600782000,33435695000,-354000,354000,33360000,33367000,True,True
1004,1004,1789458607633790000,1789458607634150000,33469057000,-360000,360000,33362000,33368000,True,True
1005,1005,1789458607667149000,1789458607667519000,33502416000,-370000,370000,33359000,33369000,True,True
1006,1006,1789458607700511000,1789458607700887000,33535778000,-376000,376000,33362000,33368000,True,True
1007,1007,1789458607734061000,1789458607734447000,33569328000,-386000,386000,33550000,33560000,True,True
1008,1008,1789458607767417000,1789458607767815000,33602684000,-398000,398000,33356000,33368000,True,True
1009,1009,1789458607800775000,1789458607801184000,33636042000,-409000,409000,33358000,33369000,True,True
1010,1010,1789458607834133000,1789458607834552000,33669400000,-419000,419000,33358000,33368000,True,True
1011,1011,1789458607867490000,1789458607867919000,33702757000,-429000,429000,33357000,33367000,True,True
1012,1012,1789458607900854000,1789458607901287000,33736121000,-433000,433000,33364000,33368000,True,True
1013,1013,1789458607934216000,1789458607934656000,33769483000,-440000,440000,33362000,33369000,True,True
1014,1014,1789458607967575000,1789458607968024000,33802842000,-449000,449000,33359000,33368000,True,True
